,Date,Open,High,Low,Close,Adj Close,Volume,diff_Open,diff_High,diff_Low,diff_Close,diff_Adj Close,diff_Volume
0,2010-03-03,4705.0,4812.0,4675.0,4806.410156,1762.665405,347308.0,,,,,,
1,2010-03-04,4770.189941,4900.0,4762.0,4852.149902,1779.4396969999998,370936.0,0.02879414355123659,0.025851938895417155,0.041193181818181816,0.016405934720229626,0.006169134352784008,0.012614766452238416
2,2010-03-05,4900.0,4939.0,4861.0,4933.0,1809.0896,302760.0,0.057336598498233374,0.011457109283196239,0.046875,0.028999317790530808,0.010904438479669772,-0.03639852368578831
3,2010-03-09,4929.5,4931.0,4814.100098,4860.0,1782.3183589999999,255787.0,0.013030035335689047,-0.0023501762632197414,-0.022206392992424294,-0.02618364418938307,-0.009845743863273767,-0.02507844187239695
4,2010-03-10,4860.0,4967.0,4821.0,4894.879883,1795.110229,330355.0,-0.030697879858657243,0.010575793184488837,0.0032669990530303557,0.012510718436154809,0.004704506434807983,0.03981115222661733
5,2010-03-11,4871.0,4930.0,4844.580078,4870.0,1785.985596,248655.0,0.004858657243816254,-0.010869565217391304,0.011164809659090889,-0.008923917862266718,-0.0033557950998376906,-0.043618859791259464
6,2010-03-12,4895.0,4988.0,4861.0,4960.0,1818.991699,276983.0,0.01060070671378092,0.017038777908343124,0.00777458428030305,0.032281205164992825,0.012138758754696114,0.015124052144024456
7,2010-03-15,4925.0,4965.0,4895.0,4895.0,1795.154175,202703.0,0.013250883392226149,-0.006756756756756757,0.016098484848484848,-0.023314203730272598,-0.008766801495628843,-0.03965739174167384
8,2010-03-16,4920.0,4975.0,4898.0,4975.0,1824.492432,247395.0,-0.002208480565371025,0.002937720329024677,0.0014204545454545455,0.028694404591104734,0.010789823445872315,0.02386063747602164
9,2010-03-17,5010.649902,5113.77002,4995.0,5067.009765999999,1858.235718,485243.0,0.04003970936395765,0.04076675088131608,0.045928030303030304,0.033002068149210625,0.012409874875101562,0.1269848049404098
10,2010-03-18,5047.0,5097.689941,4982.279785,4982.910156,1827.393311,252850.0,0.016055696996466383,-0.0047238774970623666,-0.00602282907196983,-0.03016485294117622,-0.011343009442440077,-0.12407243186621984
11,2010-03-19,5000.0,5045.0,4950.0,4987.75,1829.168579,281090.0,-0.02075971731448763,-0.015478831081080974,-0.015283989109848352,0.0017359555236729142,0.0006528959197918733,0.015077069773625058
12,2010-03-22,4942.060059,4955.0,4855.490234000001,4927.200195,1806.9627690000002,248250.0,-0.0255918467314486,-0.026439482961222092,-0.04474894223484811,-0.02171800753228108,-0.008166700883852159,-0.017532966408139054
13,2010-03-23,4949.430176,5000.0,4902.109863000001,4983.939941,1827.7712399999998,537074.0,0.0032553520318018914,0.013219741480611046,0.022073687973484756,0.0203514153515062,0.0076527971061317295,0.15420041077540664
14,2010-03-24,4989.5,4999.0,4911.0,4931.0,1808.355957,241823.0,0.01769868551236756,-0.0002937720329024677,0.004209345170454268,-0.01898850107604004,-0.007140419954792932,-0.15763172548628088
15,2010-03-25,4911.0,5050.0,4911.0,5040.0,1848.329834,324343.0,-0.034673144876325085,0.014982373678025853,0.0,0.0390961262553802,0.014701319007363435,0.04405665006089022
16,2010-03-26,5040.0,5169.950195,5031.200195,5154.0,1890.1378170000003,371144.0,0.05697879858657244,0.035238012632197516,0.05691297111742441,0.040889526542324243,0.015375853964263572,0.024986612693889035
17,2010-03-29,5154.0,5395.0,5154.0,5387.0,1975.586182,485387.0,0.05035335689045936,0.06611333871915383,0.058143847064393774,0.08357245337159254,0.03142561509664494,0.06099326069930055
18,2010-03-30,5400.0,5425.0,5291.25,5390.0,1976.686646,367967.0,0.10865724381625441,0.00881316098707403,0.06498579545454546,0.0010760401721664275,0.00040472112124927817,-0.06268943104883337
19,2010-03-31,5365.009765999999,5497.0,5350.0,5430.0,1991.356201,344493.0,-0.015455050353357236,0.021151586368977675,0.027817234848484848,0.014347202295552367,0.005395068578188277,-0.012532547304039469
20,2010-04-01,5430.0,5674.459961,5430.0,5639.879883,2068.325195,472106.0,0.028705933745583386,0.05213277350176251,0.03787878787878788,0.07527972847919642,0.028307130040697393,0.06813137765657275
21,2010-04-02,5650.0,5674.75,5537.529785,5628.299805,2064.0786129999997,262135.0,0.09717314487632508,8.52053466511262e-05,0.0509137239583332,-0.004153543041606872,-0.0015617788755624272,-0.11210153744468226
22,2010-04-05,5661.0,5674.990234000001,5581.25,5600.580078,2053.912842,167232.0,0.004858657243816254,7.057403055252131e-05,0.020700859375000134,-0.009942513271162013,-0.0037386977106773243,-0.050667817022887356
23,2010-04-06,5582.0,5653.0,5532.279785,5545.0,2033.530273,279449.0,-0.03489399293286219,-0.006460115746181194,-0.023186654829545586,-0.019935465566714477,-0.0074961617823209635,0.05991159839896895
24,2010-04-07,5539.0,5569.970215,5401.0,5410.0,1984.0212399999998,302933.0,-0.018992932862190812,-0.024391828730904737,-0.06215898910984835,-0.04842180774748924,-0.01820809344760553,0.012537886209766674
25,2010-04-08,5354.700195,5454.0,5325.5,5453.0,1999.7905269999999,348705.0,-0.08140450750883377,-0.03406880581668634,-0.035748106060606064,0.015423242467718794,0.005799520489485442,0.02443723929455971
26,2010-04-09,5500.009765999999,5555.0,5465.060059,5541.0,2032.063232,250905.0,0.06418267270317972,0.029670975323149235,0.06607957339015169,0.03156384505021521,0.011869034655696154,-0.05221449801205845
27,2010-04-12,5580.5,5644.870117,5520.0,5611.120117,2057.778564,234621.0,0.03555222349823356,0.026401326968272736,0.026013229640151344,0.025150687589670154,0.009457408875107744,-0.008693874086179549
28,2010-04-13,5560.0,5659.97998,5556.109863000001,5638.899902,2067.966309,533878.0,-0.009054770318021202,0.004438855170387684,0.017097473011363915,0.00996405487804868,0.003746779158065356,0.15977049112059893
29,2010-04-14,5680.0,5788.319824,5680.0,5760.0,2112.377197,375779.0,0.053003533568904596,0.03770265687426559,0.05866010274621184,0.04343619010043038,0.01633313255775237,-0.0844075656565279
30,2010-04-15,5800.0,5820.0,5705.549805,5811.410156,2131.231201,409136.0,0.053003533568904596,0.009306749706227921,0.01209744554924226,0.018439797704447602,0.006933996604084981,0.01780898783423552
31,2010-04-16,5770.5,5786.700195,5631.299805,5641.830078,2069.040283,352489.0,-0.013030035335689047,-0.009782551410105655,-0.03515625,-0.060824992109038724,-0.02287215035156051,-0.03024329927289443
32,2010-04-19,5551.680176,5589.879883,5421.0,5529.0,2027.6618649999998,418556.0,-0.0966518657243817,-0.057820303172738174,-0.09957377130681802,-0.0404698988522238,-0.01521787148737239,0.03527254846792092
33,2010-04-20,5580.0,5639.0,5550.0,5609.0,2057.0004879999997,274071.0,0.01250875618374565,0.014430116627497177,0.061079545454545456,0.028694404591104734,0.010789958050848288,-0.07713917939951191
34,2010-04-21,5638.970215,5655.0,5466.259765999999,5489.790039,2013.2828370000002,251733.0,0.0260469147526503,0.004700352526439483,-0.03964973200757613,-0.04275823565279755,-0.016078178596576335,-0.011926047613429056
35,2010-04-22,5460.0,5560.0,5350.0,5360.049805,1965.702515,401033.0,-0.07905044832155489,-0.02790834312573443,-0.05504723768939357,-0.04653523457675781,-0.017498765311032453,0.0797098625071608
36,2010-04-23,5395.0,5592.399902,5363.27002,5592.0,2050.766602,502873.0,-0.02871024734982332,0.009518185076380761,0.006283153409090876,0.0831959092539456,0.03128428796278937,0.05437141592584901
37,2010-04-26,5650.0,5712.0,5606.0,5670.0,2079.371826,281897.0,0.11263250883392226,0.03513516392479433,0.11492896780303033,0.027977044476327116,0.010520233584075129,-0.11797700319747063
38,2010-04-27,5635.129883,5655.0,5545.0,5602.009765999999,2054.4375,280695.0,-0.00656807287985883,-0.016745005875440658,-0.028882575757575756,-0.024386741032998847,-0.009170175831571153,-0.0006417364684099617
39,2010-04-28,5475.0,5558.0,5411.109863000001,5452.0,1999.4237059999998,432792.0,-0.07072874690812704,-0.028495887191539365,-0.06339495123106033,-0.05380551147776155,-0.02023259678813194,0.08120315443905986
40,2010-04-29,5490.0,5730.5,5435.0,5727.0,2100.274902,520905.0,0.0066254416961130744,0.05067567567567568,0.011311617897726995,0.09863701578192252,0.0370903629055081,0.047042700034115606
41,2010-04-30,5720.0,5788.0,5610.0,5652.899902,2073.100098,414475.0,0.10159010600706714,0.016891891891891893,0.08285984848484848,-0.026578227403156345,-0.009994163502493896,-0.0568219736546358
42,2010-05-04,5680.0,5700.0,5302.689941,5305.080078,1945.543701,521493.0,-0.0176678445229682,-0.025851938895417155,-0.14550665672348503,-0.12475603443328556,-0.04691181902938508,0.05713590131139541
43,2010-05-05,5284.259765999999,5371.0,5013.569824,5075.0,1861.1657710000002,744375.0,-0.17479692314487666,-0.09665099882491186,-0.13689399479166642,-0.08252513558106168,-0.031031937835576538,0.11899459862907578
44,2010-05-06,5033.129883,5167.0,4951.640136999999,5004.0,1835.128174,515359.0,-0.11092309319787969,-0.05992949471210341,-0.029322768465909442,-0.025466284074605453,-0.00957592929207676,-0.12226948340214293
45,2010-05-07,4849.990234000001,4929.990234000001,4532.0,4624.939941,1696.114502,511064.0,-0.08089207111307369,-0.06962684077555793,-0.19869324668560578,-0.13596128371592553,-0.05112549724553843,-0.0022930600098342645
46,2010-05-11,4900.0,4978.740234000001,4775.22998,4812.049805,1764.733521,516026.0,0.022089119257950183,0.0143213866039953,0.11516571022727276,0.06711257675753228,0.02523623336038529,0.002649165021838794
47,2010-05-12,4775.0,5076.089844,4755.120117,5034.930176,1846.4709469999998,1230145.0,-0.055212014134275615,0.028598592831962193,-0.009521715435605907,0.07994274426111915,0.030060831339095796,0.38126140190054364
48,2010-05-13,5097.5,5179.990234000001,4975.0,5058.640136999999,1855.166382,459716.0,0.1424469964664311,0.03052302878965943,0.10410979308712102,0.008504290172166272,0.003197947595696015,-0.4113247800504313
49,2010-05-14,5015.47998,5093.0,4933.0,4975.0,1824.492432,539823.0,-0.03622792402826852,-0.025555297884841593,-0.019886363636363636,-0.03000004913916765,-0.011281055479455203,0.04276837210891581
50,2010-05-17,4840.0,5204.0,4795.0,5186.819824,1902.1733399999998,680604.0,-0.07750882508833926,0.03260869565217391,-0.06534090909090909,0.07597554662840751,0.028568952901157185,0.07516164871815544
51,2010-05-18,5210.0,5277.0,5061.0,5136.910156,1883.870361,514326.0,0.16342756183745583,0.02144535840188014,0.1259469696969697,-0.017901602582496498,-0.006731344399345399,-0.08877425665080833
52,2010-05-19,5044.0,5118.870117,4937.0,5050.0,1851.997437,454436.0,-0.07332155477031801,-0.04645413719153925,-0.058712121212121215,-0.031172939741750328,-0.011722005934562003,-0.031974706400226795
53,2010-05-20,5039.490234000001,5150.0,4821.120117,4895.47998,1795.3299559999998,631110.0,-0.0019919461130738594,0.009145089012925855,-0.054867368844696784,-0.055423249641319915,-0.02084077847952329,0.09432458304480996
54,2010-05-21,4949.5,5000.0,4831.75,4980.0,1826.32605,569572.0,-0.03974833657243851,-0.04406580493537015,0.005033088541666481,0.030315645624103275,0.011399531395872011,-0.032854558064070075
55,2010-05-24,4920.0,4937.0,4697.529785,4830.080078,1849.329468,399971.0,-0.013030035335689047,-0.018507638072855465,-0.06355123816287891,-0.05377328622668581,0.008460039697368539,-0.09054837502395834
56,2010-05-25,4618.0,4761.0,4611.0,4686.149902,1794.222168,509094.0,-0.1333922261484099,-0.05170387779083431,-0.04097054214015138,-0.05162488378766135,-0.020266985785103594,0.05825974096697193
57,2010-05-26,4800.0,4838.0,4660.02002,4694.970215,1797.599243,476170.0,0.0803886925795053,0.02262044653349001,0.02321023674242421,0.0031636703730273203,0.0012419975397130027,-0.017577813216247573
58,2010-05-27,4749.0,4943.0,4650.0,4917.839844,1882.9309079999998,557635.0,-0.022526501766784453,0.030846063454759105,-0.004744327651515119,0.07993889131994254,0.03138269596903176,0.04349339550667016
59,2010-05-28,4920.0,5049.97998,4811.0,5033.930176,1927.379028,419847.0,0.07553003533568904,0.03142772620446536,0.07623106060606061,0.041639286944045825,0.016346825487994973,-0.07356371423400317
60,2010-05-31,5045.25,5092.75,4953.0,5018.890136999999,1921.620605,248426.0,0.05532243816254417,0.012564635722679181,0.06723484848484848,-0.005394562051650084,-0.0021177934154932953,-0.09152005586630953
61,2010-06-01,4976.549805,5193.0,4920.060059,5161.02002,1976.039063,423987.0,-0.030344609098940083,0.029450646298472386,-0.015596562973484676,0.05097915459110492,0.02001364818695992,0.09373036283737213
62,2010-06-02,5069.709961,5205.0,5041.419922,5168.0,1978.711182,440019.0,0.04114847879858653,0.0035252643948296123,0.05746205634469682,0.002503579626972765,0.0009827336448910884,0.008559333661854
63,2010-06-03,5245.0,5277.0,5060.0,5060.0,1937.360596,559048.0,0.07742492888692598,0.021151586368977675,0.008797385416666647,-0.03873744619799139,-0.015207635624821135,0.06354846098034055
64,2010-06-04,5059.0,5150.0,4893.0,4921.0,1884.141113,438929.0,-0.08215547703180212,-0.0373090481786134,-0.0790719696969697,-0.04985652797704448,-0.019572697364080006,-0.06413040170460582
65,2010-06-07,4800.0,4907.0,4711.560059,4867.859863000001,1863.7945559999998,369708.0,-0.11439929328621908,-0.07138660399529964,-0.08590906297348468,-0.019060307388808973,-0.007482917535332022,-0.036956439334281166
66,2010-06-08,4900.0,4950.0,4739.950195,4812.779785,1842.705811,360300.0,0.044169611307420496,0.01263219741480611,0.013442299242424235,-0.0197561255380204,-0.007755874360396373,-0.005022842508153844
67,2010-06-09,4870.0,4975.0,4827.0,4915.0,1881.843872,338961.0,-0.013250883392226149,0.007344300822561692,0.04121676373106044,0.036664352582496514,0.014393928317001857,-0.011392690931281342
68,2010-06-10,4937.509765999999,5025.0,4841.0,5018.100098,1921.317993,331102.0,0.029818801236748772,0.014688601645123384,0.006628787878787879,0.03697994906743181,0.014517522164694336,-0.004195846011009891
69,2010-06-11,5020.0,5037.0,4925.22998,5003.0,1915.5366210000002,262519.0,0.03643561572438197,0.0035252643948296123,0.03988161931818185,-0.005416104017216603,-0.0021262334417108063,-0.03661581714888553
70,2010-06-15,5021.0,5140.0,4995.009765999999,5123.97998,1961.8573,272302.0,0.00044169611307420494,0.030258519388954172,0.03303967140151475,0.043393106169297015,0.017035502426163907,0.005223051472924007
71,2010-06-16,5160.0,5192.970215,5017.0,5086.0,1947.31543,291487.0,0.06139575971731449,0.01556116774383087,0.010412042613636735,-0.01362266140602585,-0.005348109462427314,0.010242690637641527
