Number,Date,Open,High,Low,Close,Adj Close,Volume,diff_Open,diff_High,diff_Low,diff_Close,diff_Adj Close,diff_Volume
11,1980-12-30,0.157366,0.157366,0.156808,0.156808,0.122499,68880000.0,-0.0003548490418333968,-0.00038606375092661133,-0.0005526702846336882,-0.00038788480635551373,-0.0003040489332426731,-0.00376923190599174
12,1980-12-31,0.152902,0.152902,0.152344,0.152344,0.11901099999999999,35750400.0,-0.00047313205577785946,-0.00044121571534469907,-0.0006316231824384968,-0.0004432969215491558,-0.0003475983871355116,-0.005142706631883564
13,1981-01-02,0.15401800000000002,0.155134,0.15401800000000002,0.15401800000000002,0.12031900000000001,21660800.0,0.0001182830139444656,0.00022060785767234815,0.0002368586934144378,0.00016623634558093445,0.0001303493951758184,-0.00218712810781255
14,1981-01-05,0.151228,0.151228,0.15067,0.15067,0.117703,35728000.0,-0.00029570753486116396,-0.00038606375092661133,-0.0004737173868288756,-0.0003324726911618689,-0.00026069879035163404,0.002183650956607761
15,1981-01-06,0.144531,0.144531,0.143973,0.143973,0.112472,45158400.0,-0.0007098040720305402,-0.0006619224116629606,-0.000947576266306143,-0.0006650446871896736,-0.0005212979252023676,0.0014638806572163491
16,1981-01-07,0.13839300000000002,0.13839300000000002,0.13783499999999999,0.13783499999999999,0.107677,55686400.0,-0.0006505565766945549,-0.0006066716085989595,-0.0008684818758529346,-0.0006095332671300903,-0.00047784812681042957,0.0016342610662510313
17,1981-01-08,0.135603,0.135603,0.135045,0.135045,0.10549700000000001,39827200.0,-0.00029570753486116396,-0.0002757598220904386,-0.00039476448902405907,-0.00027706057596822134,-0.0002172489919596932,-0.002461823052990915
18,1981-01-09,0.142299,0.14285699999999998,0.142299,0.142299,0.11116400000000001,21504000.0,0.0007096980836667907,0.0007169755374351349,0.0010263876714625597,0.0007203574975173799,0.0005647477235943071,-0.002844309685517752
19,1981-01-12,0.142299,0.142299,0.141183,0.141183,0.110292,23699200.0,0.0,-5.5151964418084985e-05,-0.0001579057956096252,-0.00011082423038728963,-8.689959678387893e-05,0.00034076081806936394
20,1981-01-13,0.136719,0.136719,0.13616099999999998,0.13616099999999998,0.106369,23049600.0,-0.000591415069722325,-0.0005515196441808745,-0.0007105760802433134,-0.0004987090367428033,-0.0003909485300265506,-0.00010083738493889342
21,1981-01-14,0.136719,0.137277,0.136719,0.136719,0.106805,14291200.0,0.0,5.515196441808772e-05,7.895289780481652e-05,5.541211519364757e-05,4.344979839193808e-05,-0.0013595661210726664
22,1981-01-15,0.139509,0.140625,0.139509,0.139509,0.10898499999999998,14067200.0,0.00029570753486116104,0.0003309117865085236,0.00039476448902405907,0.00027706057596822134,0.0002172489919596932,-3.477151204789428e-05
23,1981-01-16,0.138951,0.138951,0.13839300000000002,0.13839300000000002,0.10811300000000001,13395200.0,-5.91415069722328e-05,-0.00016545589325426318,-0.00015790579560962128,-0.00011082423038728688,-8.689959678387478e-05,-0.00010431453614368284
24,1981-01-19,0.146763,0.147321,0.146763,0.146763,0.114652,41574400.0,0.0008279810976112562,0.0008272794662713131,0.0011842934670721812,0.0008311817279046667,0.0006516473203781833,0.0043742562156251
25,1981-01-20,0.14285699999999998,0.14285699999999998,0.142299,0.142299,0.11116400000000001,30083200.0,-0.00041399054880562956,-0.0004412157153447018,-0.0006316231824384968,-0.0004432969215491558,-0.0003475983871355102,-0.0017837785680569766
26,1981-01-21,0.14508900000000002,0.146205,0.14508900000000002,0.14508900000000002,0.113344,15904000.0,0.00023656602788893412,0.00033091178650852636,0.000394764489024063,0.0002770605759682241,0.0002172489919596932,-0.002201036712631708
27,1981-01-22,0.146763,0.14787899999999998,0.146763,0.146763,0.114652,35548800.0,0.00017742452091669544,0.00016545589325426044,0.00023685869341443386,0.0001662363455809317,0.00013034939517581702,0.0030494616066003284
28,1981-01-23,0.146763,0.147321,0.146205,0.146205,0.11421600000000001,11222400.0,0.0,-5.5151964418084985e-05,-7.89528978048126e-05,-5.5412115193644815e-05,-4.344979839193808e-05,-0.0037761862084013187
29,1981-01-26,0.144531,0.144531,0.143973,0.143973,0.112472,24640000.0,-0.0002365660278889312,-0.0002757598220904386,-0.0003158115912192504,-0.00022164846077457926,-0.00017379919356775648,0.0020828135716688674
30,1981-01-27,0.143973,0.143973,0.14285699999999998,0.14285699999999998,0.1116,23699200.0,-5.91415069722328e-05,-5.515196441808772e-05,-0.0001579057956096252,-0.00011082423038728963,-8.689959678387755e-05,-0.00014604035060115597
31,1981-01-28,0.138951,0.138951,0.13839300000000002,0.13839300000000002,0.10811300000000001,28156800.0,-0.0005322735627500923,-0.0004963676797627868,-0.0006316231824384929,-0.00044329692154915305,-0.00034749873163461114,0.0006919530897530962
32,1981-01-29,0.133929,0.133929,0.13337100000000002,0.13337100000000002,0.104189,43904000.0,-0.0005322735627500923,-0.0004963676797627868,-0.0007105760802433095,-0.0004987090367428006,-0.00039104818552745106,0.0024444372969669678
33,1981-01-30,0.12723199999999998,0.12723199999999998,0.126116,0.126116,0.098522,46188800.0,-0.0007098040720305402,-0.0006619224116629606,-0.0010265291641109557,-0.0007204568023833184,-0.0005647477235943071,0.0003546694228885217
34,1981-02-02,0.11942,0.11942,0.118862,0.118862,0.092855,23766400.0,-0.0008279810976112533,-0.0007721275018532227,-0.0010263876714625597,-0.0007203574975173799,-0.0005647477235943071,-0.0034806283559942175
35,1981-02-03,0.123326,0.123884,0.123326,0.123326,0.096342,19152000.0,0.0004139905488056281,0.00044121571534469907,0.0006316231824384988,0.00044329692154915717,0.00034749873163461255,-0.0007162931481866222
36,1981-02-04,0.12779000000000001,0.128348,0.12779000000000001,0.12779000000000001,0.09983,27865600.0,0.0004731320557778609,0.00044121571534469907,0.0006316231824384988,0.00044329692154915717,0.0003475983871355116,0.0013526118186630875
37,1981-02-05,0.12779000000000001,0.128906,0.12779000000000001,0.12779000000000001,0.09983,7929600.0,0.0,5.515196441808772e-05,0.0,0.0,0.0,-0.003094664572262591
38,1981-02-06,0.128348,0.128906,0.128348,0.128348,0.100266,13865600.0,5.914150697222986e-05,0.0,7.895289780480867e-05,5.5412115193642064e-05,4.344979839193808e-05,0.0009214450692691985
39,1981-02-09,0.122768,0.122768,0.121652,0.121652,0.09503500000000001,16755200.0,-0.0005914150697223236,-0.0006066716085989609,-0.0009474347736577452,-0.0006649453823237337,-0.0005212979252023662,0.00044855250541783623
40,1981-02-10,0.121652,0.12220999999999999,0.121652,0.121652,0.09503500000000001,18345600.0,-0.0001182830139444656,-5.51519644180891e-05,0.0,0.0,0.0,0.0002468777355400494
41,1981-02-11,0.11830399999999999,0.11830399999999999,0.117746,0.117746,0.09198300000000001,13843200.0,-0.0003548490418333953,-0.00038606375092661133,-0.0005526702846336842,-0.00038788480635551097,-0.00030414858874357214,-0.0006989073921626751
42,1981-02-12,0.11718800000000001,0.11718800000000001,0.116629,0.116629,0.091111,14560000.0,-0.00011828301394446266,-0.00011030392883617271,-0.00015804728825802105,-0.00011092353525322817,-8.689959678387893e-05,0.00011126883855326169
43,1981-02-13,0.114955,0.114955,0.11383900000000001,0.11383900000000001,0.088931,11155200.0,-0.00023667201625268081,-0.00022070669631826155,-0.00039476448902405907,-0.00027706057596822134,-0.00021724899195969458,-0.000528526983127993
44,1981-02-17,0.116629,0.11718800000000001,0.116629,0.116629,0.091111,12275200.0,0.00017742452091669693,0.00022070669631826155,0.00039476448902405907,0.00027706057596822134,0.00021724899195969458,0.0001738575602394714
45,1981-02-18,0.121652,0.122768,0.121652,0.121652,0.09503500000000001,19241600.0,0.0005323795511138419,0.0005515196441808731,0.0007107175728917054,0.0004988083416087391,0.00039104818552745106,0.0010813940246895122
46,1981-02-19,0.114955,0.114955,0.114397,0.114397,0.089367,22310400.0,-0.0007098040720305388,-0.0007722263404991347,-0.0010265291641109538,-0.000720456802383317,-0.0005648473790952061,0.00047636971505615164
47,1981-02-20,0.10881700000000001,0.10881700000000001,0.108259,0.108259,0.08457200000000001,24371200.0,-0.0006505565766945564,-0.0006066716085989609,-0.0008684818758529346,-0.0006095332671300903,-0.00047784812681042816,0.0003198979108406274
48,1981-02-23,0.10993299999999999,0.110491,0.10993299999999999,0.10993299999999999,0.08588,14112000.0,0.00011828301394446266,0.0001654558932542618,0.00023685869341443582,0.00016623634558093306,0.00013034939517581564,-0.001592535251793558
49,1981-02-24,0.107143,0.107143,0.106027,0.106027,0.082828,16979200.0,-0.00029570753486116104,-0.000330911786508525,-0.0005526702846336842,-0.00038788480635551097,-0.00030414858874357214,0.00044507535421304677
50,1981-02-25,0.112723,0.11328099999999999,0.112723,0.112723,0.088059,19488000.0,0.000591415069722325,0.0006066716085989609,0.0009474347736577473,0.0006649453823237351,0.0005212979252023676,0.00038944093493641595
51,1981-02-26,0.114397,0.114955,0.114397,0.114397,0.089367,10841600.0,0.00017742452091669693,0.00016545589325426318,0.00023685869341443582,0.00016623634558093306,0.00013034939517581702,-0.0013421803650487192
52,1981-02-27,0.11830399999999999,0.11942,0.11830399999999999,0.11830399999999999,0.092419,14761600.0,0.0004140965371693763,0.00044131455399060973,0.0005528117772820801,0.0003879841112214495,0.00030414858874357214,0.0006085014608381499
53,1981-03-02,0.118862,0.11942,0.118862,0.118862,0.092855,11760000.0,5.91415069722328e-05,0.0,7.89528978048126e-05,5.5412115193644815e-05,4.344979839193808e-05,-0.00046593826144178337
54,1981-03-03,0.117746,0.117746,0.11718800000000001,0.11718800000000001,0.091547,16172800.0,-0.00011828301394446412,-0.0001654558932542618,-0.00023685869341443386,-0.0001662363455809317,-0.00013034939517581564,0.0006849987873435173
55,1981-03-04,0.116629,0.116629,0.11607100000000001,0.11607100000000001,0.090675,13708800.0,-0.00011838900230821522,-0.0001104027674820861,-0.00015804728825802105,-0.00011092353525322817,-8.689959678387755e-05,-0.0003824866325268371
56,1981-03-05,0.11607100000000001,0.11607100000000001,0.115513,0.115513,0.090239,5376000.0,-5.914150697223133e-05,-5.5151964418086353e-05,-7.89528978048126e-05,-5.5412115193644815e-05,-4.3449798391939465e-05,-0.0012935002481816672
57,1981-03-06,0.115513,0.115513,0.114397,0.114397,0.089367,11603200.0,-5.91415069722328e-05,-5.515196441808772e-05,-0.0001579057956096252,-0.00011082423038728963,-8.689959678387755e-05,0.000966648034931461
58,1981-03-09,0.106027,0.106027,0.10546900000000001,0.10546900000000001,0.08239199999999999,15321600.0,-0.0010054056185279533,-0.0009375833951074872,-0.0012632463648769936,-0.0008865938430983116,-0.0006950971187701242,0.0005772070999950451
59,1981-03-10,0.101004,0.101004,0.10044600000000001,0.10044600000000001,0.07846900000000001,28380800.0,-0.0005323795511138419,-0.0004964665184086975,-0.0007107175728917054,-0.0004988083416087391,-0.00039094853002654925,0.0020271791523922365
60,1981-03-11,0.09765599999999999,0.09765599999999999,0.09654,0.09654,0.075417,29859200.0,-0.0003548490418333953,-0.000330911786508525,-0.0005526702846336862,-0.0003878848063555123,-0.0003041485887435735,0.00022949197951610225
61,1981-03-12,0.10044600000000001,0.101004,0.10044600000000001,0.10044600000000001,0.07846900000000001,59248000.0,0.00029570753486116396,0.000330911786508525,0.0005526702846336862,0.0003878848063555123,0.0003041485887435735,0.00456202238068373
62,1981-03-13,0.099888,0.099888,0.09933,0.09933,0.077597,231302400.0,-5.91415069722328e-05,-0.00011030392883617408,-0.0001579057956096252,-0.00011082423038728963,-8.689959678387893e-05,0.026707998403987597
63,1981-03-16,0.103237,0.104353,0.103237,0.103237,0.080649,37228800.0,0.00035495503019714346,0.00044131455399060973,0.0005528117772820801,0.0003879841112214495,0.00030414858874357214,-0.030126038038295604
64,1981-03-17,0.108259,0.109375,0.108259,0.108259,0.08457200000000001,43747200.0,0.0005322735627500923,0.0004963676797627868,0.0007105760802433095,0.0004987090367428006,0.000390948530026552,0.0010118510005937237
65,1981-03-18,0.114955,0.11607100000000001,0.114955,0.114955,0.089803,36937600.0,0.0007096980836667907,0.00066182357301705,0.0009474347736577473,0.0006649453823237351,0.0005212979252023662,-0.001057053966255986
66,1981-03-19,0.114397,0.114397,0.11383900000000001,0.11383900000000001,0.088931,37811200.0,-5.91415069722328e-05,-0.00016545589325426318,-0.00015790579560962323,-0.00011082423038728826,-8.689959678387755e-05,0.0001356088969867877
67,1981-03-20,0.114955,0.11607100000000001,0.114955,0.114955,0.089803,14604800.0,5.91415069722328e-05,0.00016545589325426318,0.00015790579560962323,0.00011082423038728826,8.689959678387755e-05,-0.0036023286481618477
68,1981-03-23,0.11942,0.12053599999999999,0.11942,0.11942,0.093291,22019200.0,0.00047323804414160905,0.0004413145539906083,0.0006317646750868927,0.00044339622641509434,0.0003475983871355116,0.0011509370487853008
69,1981-03-24,0.11942,0.11942,0.118862,0.118862,0.092855,28156800.0,0.0,-0.00011030392883617408,-7.89528978048126e-05,-5.5412115193644815e-05,-4.3449798391939465e-05,0.0009527394301123033
70,1981-03-25,0.117746,0.117746,0.116629,0.116629,0.091111,7056000.0,-0.00017742452091669693,-0.0001654558932542618,-0.0003159530838676443,-0.00022174776564051643,-0.0001737991935677551,-0.0032754764349116412
71,1981-03-26,0.114955,0.114955,0.114397,0.114397,0.089367,12275200.0,-0.00029581352322491215,-0.0002758586607363479,-0.0003158115912192484,-0.0002216484607745779,-0.0001737991935677551,0.0008101762307159367
72,1981-03-27,0.111049,0.111049,0.110491,0.110491,0.08631599999999999,12252800.0,-0.0004139905488056281,-0.0003860637509266127,-0.0005526702846336842,-0.00038788480635551097,-0.00030404893324267445,-3.477151204789428e-06
73,1981-03-30,0.110491,0.111607,0.110491,0.110491,0.08631599999999999,9900800.0,-5.914150697223133e-05,5.515196441808772e-05,0.0,0.0,0.0,-0.00036510087650288995
74,1981-03-31,0.110491,0.110491,0.109375,0.109375,0.085444,15993600.0,0.0,-0.00011030392883617408,-0.0001579057956096252,-0.00011082423038728963,-8.689959678387616e-05,0.0009457851277027245
75,1981-04-01,0.10881700000000001,0.10881700000000001,0.108259,0.108259,0.08457200000000001,34070400.0,-0.00017742452091669693,-0.0001654558932542618,-0.0001579057956096252,-0.00011082423038728963,-8.689959678387755e-05,0.0028060610222650686
76,1981-04-02,0.117746,0.11830399999999999,0.117746,0.117746,0.09198300000000001,31404800.0,0.0009463700999194685,0.0009376822337533951,0.001342340755330204,0.0009421052631578963,0.0007385469171620622,-0.00041378099336994195
77,1981-04-03,0.11830399999999999,0.118862,0.11830399999999999,0.11830399999999999,0.092419,16486400.0,5.914150697223133e-05,5.515196441808772e-05,7.895289780481064e-05,5.541211519364344e-05,4.344979839193808e-05,-0.002315782702389759
78,1981-04-06,0.116629,0.116629,0.11607100000000001,0.11607100000000001,0.090675,22803200.0,-0.00017753050928044655,-0.00022070669631826017,-0.0003159530838676423,-0.00022174776564051505,-0.0001737991935677551,0.0009805566397506186
79,1981-04-07,0.115513,0.115513,0.114955,0.114955,0.089803,10684800.0,-0.00011828301394446412,-0.00011030392883617408,-0.0001579057956096252,-0.00011082423038728963,-8.689959678387893e-05,-0.0018811388017910807
80,1981-04-08,0.12053599999999999,0.121652,0.12053599999999999,0.12053599999999999,0.094163,21952000.0,0.0005323795511138404,0.0006067704472448715,0.000789670470696516,0.0005542204568023826,0.00043449798391938916,0.0017490070560090823
81,1981-04-09,0.122768,0.123326,0.122768,0.122768,0.09590599999999999,12499200.0,0.0002365660278889312,0.00016545589325426318,0.0003158115912192504,0.00022164846077457926,0.00017369953806685605,-0.0014673578084211387
82,1981-04-10,0.12444200000000001,0.125,0.12444200000000001,0.12444200000000001,0.097214,33465600.0,0.0001774245209166984,0.0001654558932542618,0.0002368586934144378,0.00016623634558093445,0.00013034939517581702,0.0032546135276829047
83,1981-04-13,0.12444200000000001,0.125,0.12444200000000001,0.12444200000000001,0.097214,16060800.0,0.0,0.0,0.0,0.0,0.0,-0.0027017464861213854
84,1981-04-14,0.12444200000000001,0.125,0.12444200000000001,0.12444200000000001,0.097214,6652800.0,0.0,0.0,0.0,0.0,0.0,-0.0014604035060115598
85,1981-04-15,0.118862,0.118862,0.11830399999999999,0.11830399999999999,0.092419,34048000.0,-0.0005914150697223265,-0.0006066716085989623,-0.0008684818758529366,-0.0006095332671300916,-0.00047784812681042816,0.004252555923457471
86,1981-04-16,0.11216500000000001,0.11216500000000001,0.111607,0.111607,0.087188,23878400.0,-0.0007098040720305373,-0.0006619224116629579,-0.0009475762663061411,-0.0006650446871896722,-0.0005212979252023676,-0.0015786266469744003
87,1981-04-20,0.114955,0.115513,0.114955,0.114955,0.089803,35347200.0,0.00029570753486116104,0.0003309117865085236,0.00047371738682887364,0.00033247269116186754,0.0002605991348507336,0.001780301416852187
88,1981-04-21,0.122768,0.123326,0.122768,0.122768,0.09590599999999999,28537600.0,0.0008280870859750044,0.0007722263404991347,0.0011054820619157664,0.0007758689175769619,0.0006081975219862452,-0.001057053966255986
89,1981-04-22,0.12723199999999998,0.12779000000000001,0.12723199999999998,0.12723199999999998,0.09939400000000001,18995200.0,0.000473132055777858,0.0004412157153447004,0.0006316231824384949,0.0004432969215491544,0.00034759838713551295,-0.0014812664132402963
90,1981-04-23,0.13058,0.131138,0.13058,0.13058,0.10201,58016000.0,0.0003548490418333968,0.0003309117865085236,0.0004737173868288756,0.0003324726911618689,0.00026069879035163263,0.006057197398743184
91,1981-04-24,0.13058,0.13058,0.12946400000000002,0.12946400000000002,0.101138,35056000.0,0.0,-5.515196441808772e-05,-0.00015790579560962128,-0.00011082423038728688,-8.689959678387755e-05,-0.0035640799849091637
92,1981-04-27,0.128906,0.128906,0.128348,0.128348,0.100266,38528000.0,-0.0001774245209166984,-0.00016545589325426318,-0.0001579057956096291,-0.0001108242303872924,-8.689959678387893e-05,0.0005389584367423613
93,1981-04-28,0.126674,0.126674,0.126116,0.126116,0.098522,32188800.0,-0.00023656602788892824,-0.00022060785767234815,-0.00031581159121924645,-0.00022164846077457652,-0.0001737991935677551,-0.0009840337909554082
94,1981-04-29,0.125,0.125,0.12444200000000001,0.12444200000000001,0.097214,13641600.0,-0.0001774245209166984,-0.00016545589325426318,-0.00023685869341443582,-0.00016623634558093306,-0.00013034939517581702,-0.0028790811975656465
95,1981-04-30,0.126674,0.12779000000000001,0.126674,0.126674,0.098958,12611200.0,0.0001774245209166984,0.0002757598220904386,0.0003158115912192484,0.0002216484607745779,0.00017379919356775648,-0.0001599489554203137
96,1981-05-01,0.126674,0.12779000000000001,0.126674,0.126674,0.098958,16553600.0,0.0,0.0,0.0,0.0,0.0,0.0006119786120429393
97,1981-05-04,0.126674,0.126674,0.126116,0.126116,0.098522,14448000.0,0.0,-0.00011030392883617544,-7.89528978048126e-05,-5.5412115193644815e-05,-4.3449798391939465e-05,-0.00032685221325020626
98,1981-05-05,0.126116,0.126116,0.125558,0.125558,0.098086,17539200.0,-5.91415069722328e-05,-5.515196441808772e-05,-7.89528978048126e-05,-5.5412115193644815e-05,-4.344979839193808e-05,0.0004798468662609411
99,1981-05-06,0.122768,0.122768,0.12220999999999999,0.12220999999999999,0.09547,18950400.0,-0.0003548490418333953,-0.000330911786508525,-0.0004737173868288756,-0.0003324726911618689,-0.00026069879035163404,0.00021906052590173398
100,1981-05-07,0.123884,0.12444200000000001,0.123884,0.123884,0.096778,9363200.0,0.00011828301394446412,0.00016545589325426318,0.0002368586934144378,0.00016623634558093445,0.00013034939517581702,-0.0014882207156498752
101,1981-05-08,0.125,0.125558,0.125,0.125,0.09765,7907200.0,0.0001182830139444656,0.00011030392883617408,0.0001579057956096252,0.00011082423038728963,8.689959678387755e-05,-0.00022601482831131282
102,1981-05-11,0.122768,0.122768,0.12220999999999999,0.12220999999999999,0.09547,11939200.0,-0.00023656602788892973,-0.00027575982209043727,-0.000394764489024063,-0.0002770605759682241,-0.00021724899195969458,0.0006258872168620971
103,1981-05-12,0.12220999999999999,0.123884,0.12220999999999999,0.12220999999999999,0.09547,4256000.0,-5.914150697223427e-05,0.00011030392883617408,0.0,0.0,0.0,-0.0011926628632427739
104,1981-05-13,0.12220999999999999,0.123326,0.121652,0.121652,0.09503500000000001,4905600.0,0.0,-5.5151964418086353e-05,-7.895289780481064e-05,-5.541211519364344e-05,-4.3350142891039045e-05,0.00010083738493889342
105,1981-05-14,0.12109400000000001,0.12109400000000001,0.119978,0.119978,0.093727,4928000.0,-0.00011828301394446266,-0.00022060785767234953,-0.00023685869341443582,-0.00016623634558093306,-0.00013034939517581702,3.477151204789428e-06
106,1981-05-15,0.122768,0.12444200000000001,0.122768,0.122768,0.09590599999999999,4905600.0,0.00017742452091669693,0.000330911786508525,0.000394764489024061,0.0002770605759682227,0.00021714933645879415,-3.477151204789428e-06
107,1981-05-18,0.125,0.126116,0.125,0.125,0.09765,4166400.0,0.00023656602788892973,0.0001654558932542618,0.0003158115912192484,0.0002216484607745779,0.00017379919356775648,-0.00011474598975805113
108,1981-05-19,0.123326,0.123326,0.122768,0.122768,0.09590599999999999,25424000.0,-0.00017742452091669693,-0.00027575982209043727,-0.0003158115912192484,-0.0002216484607745779,-0.00017379919356775648,0.0032998164933451674
109,1981-05-20,0.126674,0.12779000000000001,0.126674,0.126674,0.098958,13283200.0,0.0003548490418333953,0.0004412157153447004,0.0005526702846336862,0.0003878848063555123,0.0003041485887435735,-0.00188461595299587
110,1981-05-21,0.133929,0.134487,0.133929,0.133929,0.104625,32211200.0,0.0007689455790027701,0.0006619224116629579,0.0010265291641109518,0.0007204568023833157,0.0005647477235943058,0.0029381927680470665
111,1981-05-22,0.140067,0.141183,0.140067,0.140067,0.10942,31427200.0,0.0006505565766945578,0.00066182357301705,0.0008684818758529346,0.0006095332671300903,0.00047784812681042957,-0.00012170029216762998
112,1981-05-26,0.140067,0.140067,0.139509,0.139509,0.10898499999999998,85344000.0,0.0,-0.00011030392883617544,-7.89528978048126e-05,-5.5412115193644815e-05,-4.335014289104181e-05,0.008369502949928153
113,1981-05-27,0.147321,0.14787899999999998,0.147321,0.147321,0.11508800000000001,149497600.0,0.0007688395906390235,0.0007721275018532227,0.0011053405692673724,0.0007757696127110246,0.0006081975219862479,0.009958561050516922
114,1981-05-28,0.147321,0.14787899999999998,0.147321,0.147321,0.11508800000000001,73987200.0,0.0,0.0,0.0,0.0,0.0,-0.011721476711345161
115,1981-05-29,0.14787899999999998,0.14843800000000001,0.14787899999999998,0.14787899999999998,0.115524,59382400.0,5.914150697222986e-05,5.5250803064001116e-05,7.895289780480867e-05,5.5412115193642064e-05,4.344979839193808e-05,-0.002267102585522707
116,1981-06-01,0.14787899999999998,0.14843800000000001,0.14787899999999998,0.14787899999999998,0.115524,51251200.0,0.0,0.0,0.0,0.0,0.0,-0.0012622058873385624
117,1981-06-02,0.141183,0.141183,0.140625,0.140625,0.109856,40432000.0,-0.0007096980836667877,-0.0007170743760810483,-0.0010263876714625558,-0.0007203574975173772,-0.0005648473790952061,-0.0016794640319132937
118,1981-06-03,0.140625,0.141741,0.140625,0.140625,0.109856,39446400.0,-5.91415069722328e-05,5.515196441808772e-05,0.0,0.0,0.0,-0.00015299465301073483
119,1981-06-04,0.14341500000000001,0.143973,0.14341500000000001,0.14341500000000001,0.112036,56067200.0,0.00029570753486116396,0.00022060785767234815,0.000394764489024063,0.0002770605759682241,0.00021724899195969458,0.0025800461939537557
120,1981-06-05,0.141741,0.141741,0.141183,0.141183,0.110292,57680000.0,-0.0001774245209166984,-0.00022060785767234815,-0.0003158115912192504,-0.00022164846077457926,-0.0001737991935677551,0.0002503548867448388
121,1981-06-08,0.136719,0.136719,0.13616099999999998,0.13616099999999998,0.106369,93497600.0,-0.0005322735627500923,-0.0004963676797627868,-0.0007105760802433134,-0.0004987090367428033,-0.0003909485300265506,0.005559964776458296
122,1981-06-09,0.138951,0.139509,0.138951,0.138951,0.108549,119593600.0,0.00023656602788892824,0.00027575982209043586,0.000394764489024063,0.0002770605759682241,0.00021724899195969458,0.004050881153579684
123,1981-06-10,0.140625,0.142299,0.140625,0.140625,0.109856,25222400.0,0.0001774245209166984,0.0002757598220904386,0.0002368586934144378,0.00016623634558093445,0.0001302497396749166,-0.014649238025777861
124,1981-06-11,0.146763,0.147321,0.146763,0.146763,0.114652,38976000.0,0.0006505565766945578,0.0004963676797627868,0.0008684818758529346,0.0006095332671300903,0.0004779477823113286,0.0021349708397407087
125,1981-06-12,0.145647,0.145647,0.14508900000000002,0.14508900000000002,0.113344,25804800.0,-0.0001182830139444656,-0.00016545589325426318,-0.00023685869341443386,-0.0001662363455809317,-0.00013034939517581702,-0.002044564908416184
126,1981-06-15,0.14508900000000002,0.14508900000000002,0.144531,0.144531,0.112908,143763200.0,-5.914150697222986e-05,-5.5151964418084985e-05,-7.895289780481652e-05,-5.541211519364757e-05,-4.3449798391939465e-05,0.01831067824442113
127,1981-06-16,0.142299,0.142299,0.141741,0.141741,0.110728,37251200.0,-0.00029570753486116396,-0.0002757598220904386,-0.00039476448902405907,-0.00027706057596822134,-0.00021724899195969458,-0.01653385397877373
128,1981-06-17,0.140067,0.140067,0.139509,0.139509,0.10898499999999998,27574400.0,-0.0002365660278889312,-0.0002206078576723509,-0.0003158115912192504,-0.00022164846077457926,-0.00017369953806685743,-0.0015021293204690329
129,1981-06-18,0.139509,0.140067,0.138951,0.138951,0.108549,23049600.0,-5.91415069722328e-05,0.0,-7.89528978048126e-05,-5.5412115193644815e-05,-4.34497983919367e-05,-0.0007023845433674644
