Date,Open,High,Low,Close,Adj Close,Volume
2012-02-07,93.830002,108.249001,75.304001,93.459999,51.808647,3504
2012-02-08,94.919998,162.949997,74.888000,93.610001,51.891804,267437584
2012-02-09,94.250000,129.660004,52.675098,95.279999,52.817543,273500
2012-02-10,94.000000,109.962997,28.686001,95.620003,53.006004,257102
2012-02-13,96.070000,108.283997,56.495998,95.779999,53.094715,288755
2012-02-14,95.209999,110.147003,57.467999,96.250000,53.355251,327405
2012-02-15,95.209999,110.688004,34.123199,97.220001,53.892967,304208
2012-02-16,95.980003,111.803001,50.554401,96.239998,53.349697,291937
2012-02-17,96.669998,110.469002,37.931000,96.930000,53.732201,299115104
2012-02-20,96.110001,111.469002,82.390503,82.390503,45.672371,300617
2012-02-21,93.339996,112.401001,29.322001,97.739998,54.181210,254132
2012-02-22,94.220001,111.238998,43.528500,96.470001,53.477203,278016
2012-02-24,97.800003,110.940002,49.199699,96.470001,53.477203,240244
2012-02-27,99.449997,112.332001,39.071999,97.680000,54.147949,292522
2012-02-28,98.660004,114.113998,41.676601,99.230003,55.007175,258685
2012-02-29,94.199997,100.190002,49.639999,99.790001,55.317608,286808768
2012-03-01,98.110001,114.758003,39.916000,84.820198,47.019245,245379
2012-03-02,100.000000,101.599998,32.188099,100.839996,55.899666,296406
2012-03-05,101.000000,115.966003,36.302399,100.839996,55.899666,286589
2012-03-06,97.809998,117.713997,70.432999,102.360001,56.742271,276260480
2012-03-07,97.129997,104.549004,43.610199,99.570000,55.195663,318392
2012-03-12,99.239998,114.482002,54.752499,99.250000,55.018272,330930
2012-03-13,99.779999,100.529999,59.549702,99.250000,55.018272,274147
2012-03-14,101.019997,115.069000,38.022800,38.022800,21.077568,290361
2012-03-15,99.400002,118.323997,61.734001,101.150002,56.071518,309219
2012-03-16,99.599998,116.321999,40.459999,40.459999,22.428606,293962
2012-03-19,97.199997,115.494003,7.175100,100.430000,55.672390,268617
2012-03-20,97.309998,114.838997,0.998600,99.860001,55.356419,244755998
2012-03-21,97.550003,113.654999,3.953200,98.459999,54.580345,263448386
2012-03-22,95.550003,113.226997,1.674000,93.537003,51.851326,215094256
2012-03-23,95.510002,97.599998,48.529999,96.730003,53.621334,221690715
2012-03-26,98.599998,111.216003,52.430599,99.330002,55.062618,2689
2012-03-27,100.470001,100.940002,97.650002,97.800003,54.214481,164809690
2012-03-28,97.459999,98.150002,95.400002,96.730003,53.621334,22309011
2012-03-29,95.750000,96.419998,93.400002,93.550003,51.858536,200278500
2012-03-30,94.919998,96.000000,94.019997,95.139999,52.739929,21356491
2012-04-02,95.400002,96.199997,94.459999,95.180000,52.762112,145721740
2012-04-03,96.070000,98.230003,95.669998,97.970001,54.308716,220727520
2012-04-04,97.050003,97.949997,96.010002,96.849998,53.687851,17863015
2012-04-05,96.599998,97.559998,94.650002,97.449997,54.020454,206109740
2012-04-06,97.400002,97.750000,95.419998,96.730003,53.621334,11621737
2012-04-09,95.309998,95.989998,93.510002,95.900002,53.161228,168407820
2012-04-10,95.790001,96.870003,95.300003,95.550003,52.967209,181689200
2012-04-11,94.889999,97.160004,94.620003,96.000000,54.400906,161909890
2012-04-12,96.400002,96.739998,94.599998,95.500000,54.117569,141555250
2012-04-13,94.029999,95.129997,93.599998,94.379997,53.482880,13530428
2012-04-16,93.519997,93.739998,91.430000,92.309998,52.309856,189478980
2012-04-17,92.489998,93.389999,91.139999,92.300003,52.304199,16022777
2012-04-18,94.000000,94.680000,92.610001,92.900002,52.644203,139560760
2012-04-19,93.080002,94.839996,92.879997,94.400002,53.494228,147573460
2012-04-20,93.910004,95.290001,93.639999,94.970001,53.817226,122239810
2012-04-23,94.550003,94.709999,91.980003,92.750000,52.559208,11639948
2012-04-24,92.599998,93.610001,91.440002,92.699997,52.530865,119386460
2012-04-25,93.150002,94.129997,93.150002,93.800003,53.154217,101935100
2012-04-26,94.080002,94.279999,91.610001,92.699997,52.530865,99341000
2012-04-27,92.300003,94.120003,91.849998,93.779999,53.142883,116572050
2012-05-02,94.470001,95.690002,93.059998,93.120003,52.768875,106143030
2012-05-03,93.300003,93.639999,92.120003,92.889999,52.638546,10646420
2012-05-04,92.120003,92.639999,90.320000,90.900002,51.510853,154978600
2012-05-07,89.000000,89.870003,86.000000,88.360001,50.071495,8603371
2012-05-08,89.019997,90.400002,87.629997,89.089996,50.485168,10447514
2012-05-10,89.709999,91.839996,89.269997,91.750000,51.992531,111584590
2012-05-11,90.940002,91.220001,89.459999,91.029999,51.584518,104555420
2012-05-14,90.389999,90.550003,87.419998,87.510002,49.589817,105540170
2012-05-15,87.489998,88.900002,86.220001,87.690002,49.691830,17037533
2012-05-16,86.919998,87.910004,86.500000,86.849998,49.215816,181681380
2012-05-17,87.000000,87.300003,79.790001,80.800003,45.787430,306004150
2012-05-18,78.900002,81.080002,75.300003,78.400002,44.427399,39170098
2012-05-21,78.949997,82.050003,78.250000,81.949997,46.439095,205764160
2012-05-22,82.699997,83.360001,80.699997,82.239998,46.603432,18538680
2012-05-23,81.339996,81.500000,78.570000,78.849998,44.682404,188314100
2012-05-24,79.510002,81.769997,77.800003,79.769997,45.203754,22462034
2012-05-25,81.120003,82.900002,79.849998,79.900002,45.277424,175505600
2012-05-28,80.889999,81.860001,79.949997,80.389999,45.555088,104526820
2012-05-29,80.959999,84.169998,80.309998,84.160004,47.691456,217454140
2012-05-30,83.410004,83.790001,81.839996,82.500000,46.750778,207458020
2012-05-31,82.370003,83.519997,80.519997,81.500000,46.184093,26141860
2012-06-01,81.599998,82.150002,77.949997,78.800003,44.654079,195306920
2012-06-04,77.489998,78.870003,76.250000,77.699997,44.030731,16345472
2012-06-05,78.889999,79.790001,77.400002,78.099998,44.257404,134177110
2012-06-06,78.989998,80.839996,77.769997,80.580002,45.662754,179165000
2012-06-07,81.099998,83.750000,79.910004,81.940002,46.433437,21083224
2012-06-08,82.199997,82.230003,80.410004,81.139999,45.980099,18011451
2012-06-13,82.080002,83.500000,81.500000,82.739998,46.886780,14840611
2012-06-14,82.720001,83.360001,82.480003,83.120003,47.102116,95193610
2012-06-15,83.699997,84.769997,83.059998,84.400002,47.827461,139141590
2012-06-18,85.300003,86.589996,85.239998,85.980003,48.722809,14883724
2012-06-19,85.919998,87.120003,85.529999,87.000000,49.300823,117555770
2012-06-20,86.959999,87.260002,85.510002,85.699997,48.564140,91968250
2012-06-21,85.000000,86.389999,84.360001,85.449997,48.422466,123303180
2012-06-22,84.239998,84.349998,83.379997,83.900002,47.544121,11016579
2012-06-25,83.760002,83.889999,81.919998,82.300003,46.637451,103217620
2012-06-26,82.400002,84.339996,82.400002,83.279999,47.192780,10368689
2012-06-27,83.970001,84.839996,83.250000,84.180000,47.702793,9534517
2012-06-28,84.980003,84.980003,82.650002,82.779999,46.909439,106434890
2012-06-29,84.029999,86.459999,84.019997,86.400002,48.960812,134360810
2012-07-02,86.169998,88.139999,85.760002,87.239998,49.436825,12419838
2012-07-03,88.000000,91.070000,87.959999,90.870003,51.493858,147059480
2012-07-04,90.629997,91.250000,89.650002,90.430000,51.244518,7488906
2012-07-05,90.550003,92.430000,89.949997,91.160004,51.658188,17135355
2012-07-06,90.419998,91.370003,88.750000,89.160004,50.524845,127342730
2012-07-09,88.879997,90.370003,88.699997,90.099998,51.057510,99331850
2012-07-10,89.550003,91.750000,89.360001,90.910004,51.516525,11458720
2012-07-11,90.570000,90.860001,89.269997,90.089996,51.051838,11341977
2012-07-12,89.800003,90.089996,88.370003,89.099998,50.490833,10641397
2012-07-13,89.980003,91.080002,89.419998,90.220001,51.125519,9607838
2012-07-16,91.000000,91.279999,90.349998,90.830002,51.471188,7191981
2012-07-17,91.480003,92.339996,91.000000,91.580002,51.896202,11404437
2012-07-18,91.500000,92.150002,91.110001,91.580002,51.896202,6904312
2012-07-19,92.150002,92.900002,91.860001,92.150002,52.219204,102096140
2012-07-20,91.650002,91.779999,90.110001,90.680000,51.386185,8132960
2012-07-23,89.250000,89.300003,85.510002,86.000000,48.734142,151248620
2012-07-24,87.000000,87.000000,84.430000,85.419998,48.405476,13988904
2012-07-25,84.000000,87.180000,83.010002,85.900002,48.677471,20499203
2012-07-26,87.000000,88.949997,86.070000,87.650002,49.669155,15585178
2012-07-27,89.099998,90.440002,88.239998,89.309998,50.609837,11510825
2012-07-30,90.500000,91.750000,90.500000,91.199997,51.680855,89795510
2012-07-31,91.500000,91.730003,89.410004,89.730003,50.847851,104652230
2012-08-01,89.500000,90.889999,89.300003,89.400002,50.660835,92766490
2012-08-02,89.389999,91.070000,87.400002,89.290001,50.598499,15425724
2012-08-03,88.790001,91.870003,88.449997,91.550003,51.879192,126328370
2012-08-06,91.910004,94.070000,91.400002,92.949997,52.672535,18582321
2012-08-07,92.989998,94.440002,92.559998,93.970001,53.250549,115326320
2012-08-08,93.510002,94.300003,92.820000,93.900002,53.210888,94891340
2012-08-09,94.389999,95.349998,93.010002,94.040001,53.290222,11086683
2012-08-10,93.339996,93.349998,91.949997,92.870003,52.627209,88352720
2012-08-13,93.129997,94.440002,92.860001,93.730003,53.114548,9585668
2012-08-14,93.480003,94.150002,93.110001,93.599998,53.040878,74818210
2012-08-15,93.139999,93.199997,91.720001,92.500000,52.417538,11602688
2012-08-16,93.500000,93.800003,92.330002,93.050003,52.729214,8064644
2012-08-17,93.349998,93.389999,92.000000,92.820000,52.598877,8158639
2012-08-20,92.239998,92.449997,91.120003,91.660004,51.941532,9310236
2012-08-21,91.930000,93.599998,91.930000,93.500000,52.984219,95928090
2012-08-22,92.800003,93.449997,92.230003,92.800003,52.587540,8253639
2012-08-23,93.349998,95.050003,92.900002,94.070000,53.307220,15028725
2012-08-24,92.500000,93.470001,92.169998,92.730003,52.547871,10063261
2012-08-27,93.470001,93.750000,92.510002,93.040001,52.723541,7590830
2012-08-28,92.690002,94.800003,92.480003,94.500000,53.550888,130671700
2012-08-29,94.500000,95.480003,94.129997,94.500000,53.550888,126515990
2012-08-30,94.389999,94.790001,93.410004,93.989998,53.261883,7835614
2012-08-31,93.610001,94.180000,93.000000,93.199997,52.814205,86066010
2012-09-03,93.199997,94.500000,93.169998,94.040001,53.290222,5976338
2012-09-04,94.150002,94.730003,93.029999,93.070000,52.740543,77520910
2012-09-05,92.860001,93.129997,92.220001,92.629997,52.491199,9316692
2012-09-06,93.269997,94.169998,92.449997,93.410004,52.933216,14387714
2012-09-07,94.320000,95.760002,93.620003,94.839996,53.743561,15807103
2012-09-10,93.599998,94.610001,93.279999,94.120003,53.335552,7935724
2012-09-11,93.699997,94.239998,93.370003,94.029999,53.284550,77186830
2012-09-12,94.300003,94.489998,93.400002,93.599998,53.040878,94913420
2012-09-13,93.360001,93.709999,92.400002,93.000000,52.700874,8088207
2012-09-14,95.000000,98.089996,94.769997,96.230003,54.531235,24937322
2012-09-17,96.320000,96.379997,94.480003,95.570000,54.157242,21522467
2012-09-18,95.010002,96.669998,94.570000,94.750000,53.692558,14625917
2012-09-19,94.800003,95.279999,92.809998,93.779999,53.142883,314614770
2012-09-20,93.150002,93.970001,92.620003,93.769997,53.137207,13512854
2012-09-21,94.480003,94.599998,93.580002,94.160004,53.358223,110055620
2012-09-24,93.800003,94.199997,93.330002,94.169998,53.363888,70281780
2012-09-25,94.349998,94.459999,93.459999,93.750000,53.125874,8650659
2012-09-26,93.000000,93.139999,90.559998,90.750000,51.425846,122383640
2012-09-27,91.480003,91.639999,89.449997,90.070000,51.040512,128304760
2012-09-28,90.970001,91.300003,90.230003,90.989998,51.561852,115659920
2012-10-01,90.610001,92.339996,90.610001,92.330002,52.321209,96865770
2012-10-02,92.000000,92.239998,91.139999,91.900002,52.077538,9220874
2012-10-03,91.519997,92.639999,90.940002,91.919998,52.088860,92187360
2012-10-04,92.370003,92.470001,90.750000,91.470001,51.833862,88357530
2012-10-05,92.019997,93.519997,91.709999,93.019997,52.712200,10528596
2012-10-08,92.699997,92.889999,92.199997,92.599998,52.474197,6782518
2012-10-09,92.989998,93.080002,92.059998,92.629997,52.491199,6677944
2012-10-10,92.250000,92.470001,91.820000,92.290001,52.298534,7656206
2012-10-11,91.800003,92.949997,91.800003,92.639999,52.496876,6713775
2012-10-12,92.500000,92.570000,91.250000,91.500000,51.850864,6439169
2012-10-15,91.500000,92.269997,90.949997,91.279999,51.726192,6034533
2012-10-16,92.099998,92.199997,91.110001,92.190002,52.241875,69671940
2012-10-17,92.199997,93.309998,92.099998,93.120003,52.768875,8751176
2012-10-18,93.230003,94.070000,93.180000,93.699997,53.097542,8769001
2012-10-19,93.449997,93.650002,92.720001,93.190002,52.808544,54653190
2012-10-22,92.699997,94.379997,92.599998,94.099998,53.324223,7422586
2012-10-23,93.809998,94.059998,93.070000,93.589996,53.035210,8223703
2012-10-24,94.029999,94.199997,92.800003,93.379997,52.916214,70765510
2012-10-25,93.290001,93.830002,92.760002,92.889999,52.638546,5600307
2012-10-26,92.199997,92.309998,91.360001,91.949997,52.105858,7424590
2012-10-29,91.650002,92.190002,91.120003,91.699997,51.964195,4252855
2012-10-30,91.300003,92.250000,91.120003,91.199997,51.680855,53669620
2012-10-31,91.269997,92.199997,91.199997,91.790001,52.015198,5185076
2012-11-01,91.599998,92.059998,90.199997,91.839996,52.043526,7516238
2012-11-02,91.989998,92.639999,91.480003,91.949997,52.105858,6575340
2012-11-06,91.820000,91.919998,91.110001,91.339996,51.760189,44943440
2012-11-07,91.750000,91.769997,89.709999,89.949997,50.972507,7469503
2012-11-08,89.250000,89.889999,85.900002,86.339996,48.926811,16500567
2012-11-09,86.000000,86.320000,84.820000,85.800003,48.620808,95025380
2012-11-12,86.019997,86.949997,85.250000,86.779999,49.176159,59443610
2012-11-13,86.339996,86.339996,84.050003,84.309998,47.776459,99054530
2012-11-14,85.099998,85.500000,83.750000,84.720001,48.008797,9282566
2012-11-15,84.000000,86.360001,83.849998,86.089996,48.785141,70310980
2012-11-16,85.889999,86.610001,85.209999,85.980003,48.722809,64487940
2012-11-19,86.610001,87.599998,86.120003,87.339996,49.493481,7904583
2012-11-20,87.400002,87.750000,86.680000,87.000000,49.300823,5112644
2012-11-21,86.500000,88.070000,86.099998,87.879997,49.799488,5993831
2012-11-22,88.010002,88.279999,87.300003,88.010002,49.873169,5235864
2012-11-23,88.279999,89.410004,88.169998,89.309998,50.609837,7422021
2012-11-26,89.440002,90.129997,89.019997,89.199997,50.547508,6703897
2012-11-27,89.620003,89.839996,88.900002,89.199997,50.547508,5164601
2012-11-28,88.769997,88.790001,87.400002,87.730003,49.714500,88213390
2012-11-29,88.900002,88.900002,87.730003,87.910004,49.816494,6445730
2012-11-30,87.760002,91.599998,87.300003,91.410004,51.799866,22965936
2012-12-03,91.410004,92.800003,90.839996,92.800003,52.587540,9664598
2012-12-04,92.199997,92.610001,91.570000,91.839996,52.043526,6751052
2012-12-05,92.300003,93.949997,92.169998,93.830002,53.171219,9995242
2012-12-06,93.709999,94.110001,93.099998,93.580002,53.029552,6221665
2012-12-07,93.750000,93.849998,92.019997,93.199997,52.814205,9055477
2012-12-10,93.400002,94.190002,92.769997,93.589996,53.035210,7161376
2012-12-11,93.589996,93.870003,93.110001,93.519997,52.995541,5318706
2012-12-12,93.760002,94.099998,93.599998,93.860001,53.188221,49309880
2012-12-13,93.629997,93.839996,92.680000,93.389999,52.921886,6848270
2012-12-14,93.290001,93.860001,93.029999,93.419998,52.938873,4751870
2012-12-17,93.529999,93.599998,93.010002,93.540001,53.006874,4458900
2012-12-18,94.000000,95.300003,93.940002,95.110001,53.896557,8134849
2012-12-19,95.379997,96.029999,94.449997,94.529999,53.567890,7647401
2012-12-20,94.000000,94.849998,93.599998,94.690002,53.658550,62420680
2012-12-21,93.519997,93.989998,93.169998,93.500000,52.984219,5091180
2012-12-24,93.209999,93.209999,92.330002,92.500000,52.417538,3609358
2012-12-25,92.760002,93.110001,92.379997,92.379997,52.349525,1986527
2012-12-26,92.389999,92.550003,91.599998,92.349998,52.332535,3014118
2012-12-27,92.480003,93.510002,92.220001,92.820000,52.598877,4023743
2012-12-28,92.900002,93.339996,92.400002,92.940002,52.666874,3993319
2013-01-08,96.500000,98.500000,96.120003,98.370003,55.743923,93018220
2013-01-09,98.400002,98.650002,97.809998,98.230003,55.664585,60381320
2013-01-10,98.300003,98.550003,97.959999,98.410004,55.766598,48070490
2013-01-11,98.800003,99.760002,98.480003,99.559998,56.418270,72444300
2013-01-14,99.720001,101.269997,99.570000,100.989998,57.228619,83905910
2013-01-15,100.610001,101.000000,99.779999,99.849998,56.582603,80028950
2013-01-16,99.849998,100.129997,99.190002,99.970001,56.650616,67772490
2013-01-17,99.900002,101.330002,99.540001,101.150002,57.319286,83900990
2013-01-18,101.500000,103.550003,101.500000,103.480003,58.639633,110211790
2013-01-21,103.500000,103.949997,102.779999,103.639999,58.730305,77699540
2013-01-22,103.699997,103.849998,102.070000,102.349998,57.999290,85613360
2013-01-23,102.730003,103.650002,102.180000,103.449997,58.622639,91850150
2013-01-24,103.070000,103.070000,101.919998,102.480003,58.072968,81708620
2013-01-25,102.400002,103.849998,101.930000,103.669998,58.747303,87251770
2013-01-28,103.959999,107.120003,103.930000,106.900002,60.577667,141249630
2013-01-29,107.199997,108.300003,106.150002,106.550003,60.379333,131445070
2013-01-30,107.199997,108.470001,106.949997,107.800003,61.087681,121194220
2013-01-31,107.410004,109.639999,106.620003,109.589996,62.102032,205604760
2013-02-01,109.540001,110.470001,107.769997,108.360001,61.405006,114548780
2013-02-04,108.790001,109.150002,107.199997,107.199997,60.747673,69878080
2013-02-05,106.800003,108.150002,106.669998,107.750000,61.059341,55367010
2013-02-06,108.290001,110.080002,106.389999,106.800003,60.521011,102458360
2013-02-07,106.720001,107.290001,105.230003,105.650002,59.869324,90215330
2013-02-08,105.989998,107.629997,105.010002,107.080002,60.679680,80301560
2013-02-11,107.010002,108.449997,107.000000,107.040001,60.657005,58149330
2013-02-12,106.540001,109.239998,106.540001,108.480003,61.473019,106179170
2013-02-13,109.160004,109.339996,107.800003,108.800003,61.654362,73513340
2013-02-14,108.699997,111.500000,107.269997,107.620003,60.985683,140876070
2013-02-15,107.889999,107.980003,105.050003,105.080002,59.546326,98640570
2013-02-18,105.120003,106.379997,104.379997,106.230003,60.197998,64926220
2013-02-19,106.059998,108.769997,105.940002,108.730003,61.614697,83376300
2013-02-20,108.900002,109.000000,107.000000,107.820000,61.099010,76411420
2013-02-21,106.540001,106.889999,105.489998,106.739998,60.487003,7721477
2013-02-22,107.000000,107.480003,105.949997,106.120003,60.135662,51473030
2013-02-25,106.300003,107.000000,105.610001,106.610001,60.413342,43229580
2013-02-26,105.379997,105.379997,103.440002,104.139999,59.013641,94812160
2013-02-27,104.400002,104.760002,102.849998,103.449997,58.622639,59551830
2013-02-28,104.300003,104.800003,103.529999,104.570000,59.257320,69121850
2013-03-01,104.000000,104.290001,102.599998,103.089996,58.418629,60711070
2013-03-04,102.800003,103.430000,102.150002,102.900002,58.310966,52460180
2013-03-05,103.660004,104.440002,103.290001,103.910004,58.883312,83270600
2013-03-06,104.400002,105.889999,104.290001,105.330002,59.687981,65084620
2013-03-07,105.349998,105.959999,104.910004,105.309998,59.676666,46280380
2013-03-11,106.110001,107.480003,106.110001,106.779999,60.509674,80720440
2013-03-12,106.879997,107.080002,105.610001,106.070000,60.107334,58453010
2013-03-13,105.750000,106.050003,104.360001,104.430000,59.177979,69928090
2013-03-14,104.430000,105.550003,103.750000,104.809998,59.393322,70817130
2013-03-15,105.599998,105.940002,104.050003,104.419998,59.172310,66847700
2013-03-18,102.500000,102.589996,99.300003,100.459999,56.928276,139264040
2013-03-19,100.459999,101.300003,98.860001,99.720001,56.508945,112775060
2013-03-20,99.500000,102.440002,99.430000,102.379997,58.016293,126361810
2013-03-21,102.800003,103.519997,101.570000,101.699997,57.630951,83767320
2013-03-22,101.040001,101.190002,99.209999,99.370003,56.310612,97056470
2013-03-25,100.480003,101.180000,98.440002,98.699997,55.930916,83351250
2013-03-26,97.110001,97.110001,97.110001,97.110001,55.029911,240220
2013-03-27,97.199997,97.220001,96.870003,96.870003,54.893909,318120
2013-03-28,98.610001,98.610001,98.610001,98.610001,55.879929,217380
2013-03-29,98.860001,98.860001,98.860001,98.860001,56.021584,298380
2013-04-01,98.080002,98.080002,98.080002,98.080002,55.579590,276900
2013-04-02,99.099998,99.099998,99.099998,99.099998,56.157593,339840
2013-04-03,99.459999,99.459999,99.459999,99.459999,56.361607,541120
2013-04-04,99.930000,99.930000,99.930000,99.930000,56.627945,662780
2013-04-05,99.260002,99.260002,99.260002,99.260002,56.248264,678480
2013-04-08,99.260002,100.470001,99.830002,100.470001,56.933945,681
2013-04-09,101.239998,102.500000,100.660004,102.500000,58.084297,829620
2013-04-10,100.400002,103.370003,99.889999,100.470001,56.933945,653500
2013-04-11,102.400002,102.400002,102.400002,102.400002,58.027618,565520
2013-04-12,98.360001,98.360001,98.360001,98.360001,57.173172,552800
2013-04-15,95.599998,95.599998,95.599998,95.599998,55.568878,460100
2013-04-16,96.029999,96.919998,95.820000,95.820000,55.696762,771120
2013-04-17,94.000000,94.459999,93.919998,94.459999,54.906235,732820
2013-04-18,94.419998,96.480003,94.209999,95.440002,55.475876,73686310
2013-04-19,96.220001,97.599998,95.629997,96.400002,56.033890,64959290
2013-04-22,97.059998,98.050003,94.669998,95.050003,55.249184,62363220
2013-04-23,95.000000,96.580002,94.000000,96.519997,56.103642,73617450
2013-04-24,96.879997,98.760002,96.489998,97.959999,56.940666,90585880
2013-04-25,98.050003,99.400002,96.199997,96.470001,56.074581,91998510
2013-04-26,96.099998,96.980003,95.070000,95.800003,55.685135,59957310
2013-04-29,95.599998,96.839996,94.650002,94.660004,55.022495,40530500
2013-04-30,95.480003,99.309998,94.599998,99.110001,57.609127,90607000
2013-05-02,98.050003,101.279999,98.050003,100.860001,58.626324,49345740
2013-05-03,101.300003,103.010002,100.500000,103.000000,59.870239,52655330
2013-05-06,103.349998,103.379997,102.010002,102.489998,59.573792,51588540
2013-05-07,102.199997,105.400002,101.620003,105.230003,61.166462,104996430
2013-05-08,105.040001,105.900002,104.250000,105.760002,61.474533,60044960
2013-05-10,105.169998,105.889999,103.519997,103.570000,60.201553,32329670
2013-05-13,103.519997,103.930000,101.900002,103.220001,59.998123,84124260
2013-05-14,103.099998,104.900002,102.800003,103.949997,60.422436,59642740
2013-05-15,104.500000,104.580002,102.339996,103.120003,59.939995,63053590
2013-05-16,103.320000,103.949997,102.239998,102.370003,59.504040,55045550
2013-05-17,102.500000,105.330002,101.800003,105.190002,61.143211,12753324
2013-05-20,105.599998,107.190002,105.169998,106.650002,61.991848,76237300
2013-05-21,106.500000,109.389999,105.870003,108.860001,63.276451,77406660
2013-05-22,108.849998,111.440002,108.849998,110.739998,64.369217,106411260
2013-05-23,108.870003,108.949997,105.529999,105.550003,61.352463,94219990
2013-05-24,106.000000,106.489998,102.379997,103.080002,59.916740,108569620
2013-05-27,103.470001,103.790001,102.040001,102.870003,59.794670,47531440
2013-05-28,103.209999,104.870003,103.199997,104.099998,60.509624,66309630
2013-05-29,103.480003,103.550003,99.900002,99.959999,58.103195,84541590
2013-05-30,100.000000,100.980003,98.779999,100.070000,58.167137,79554460
2013-05-31,100.500000,100.769997,97.750000,99.050003,57.574253,86352420
2013-06-03,97.790001,100.650002,96.879997,98.699997,57.370800,102246100
2013-06-04,99.730003,101.500000,98.730003,98.790001,57.423115,79724570
2013-06-05,98.209999,99.199997,97.199997,97.500000,56.673286,80543680
2013-06-06,97.239998,98.150002,96.300003,96.800003,56.266392,65827520
2013-06-07,97.620003,99.559998,96.930000,99.199997,57.661434,79913150
2013-06-10,99.800003,100.629997,97.410004,97.800003,56.847660,68514380
2013-06-11,97.500000,98.470001,94.019997,94.660004,55.022495,96754930
2013-06-13,92.800003,93.489998,90.370003,91.769997,53.342640,119335820
2013-06-14,92.970001,94.089996,91.419998,93.699997,54.464478,88549740
2013-06-17,94.050003,95.949997,93.900002,95.639999,55.592121,79176990
2013-06-18,95.300003,96.900002,95.080002,96.370003,56.016460,63808010
